GDP_Growth_annual_perc,External_Debt_perc_GNI,Govt_Expenditure_perc_GDP,FDI_Inflows_perc_GDP,Poverty_Headcount_Ratio,sentiment_score,corruption_risk
-10.0788949840953,96.7265802999128,43.5407000374941,0.634438528402592,0.0,0.0,1
3.90868676830634,37.7078002750993,36.5206567819884,3.64643942475354,0.2,-0.009741428030303,0
0.664552307858116,45.6869077355498,32.1896608002111,0.684612553455795,31.2,-0.0512329725829725,1
3.13719442170364,37.7078002750993,17.8502680006291,2.13783310760835,0.2,-0.3129845679012345,0
3.55548715410509,37.7078002750993,17.0192684093425,1.98111065098392,0.0,-0.0832654383116883,1
5.51894967862863,25.0233834846282,16.8805903401184,2.0421035482067,5.3,-0.069240255050505,1
-3.81470885510713,37.7078002750993,25.7456316212339,22.841082837391,0.5,-0.0680381388888888,0
-2.14173712008038,37.7078002750993,20.0431954756295,-32.547361125173,0.1,-0.1590201347402597,0
1.01619084044641,37.7078002750993,34.1933156114143,-0.260184320751091,0.2,-0.0486727272727272,0
0.47429132103845,37.7078002750993,27.933530449439,1.8189263536368,0.0,-0.1489387592859815,0
2.59528411594042,37.7078002750993,26.2576336510283,4.30470664387579,0.5,-0.0870191134952004,0
3.37873219470765,37.7078002750993,29.8953968712196,1.15602540847251,0.5,-0.060461449585137,0
-0.147212941085755,84.9404832711627,16.671137232855,-10.0383767819736,0.5,-0.0359079305555555,1
0.045439094492707,78.2755632633463,38.6815940819239,2.36694390135139,0.1,0.0,1
4.36445074432608,368.716162801124,26.0040350878841,16.0042947069706,81.4,-0.0377644393939393,1
6.9309883258402,20.0551782939585,13.6131575683624,3.12238778404896,14.6,-0.0216333042929292,1
6.57141389665537,168.920055097791,22.2435713893799,38.9428653441902,0.5,0.1309,1
3.93554027709007,37.7078002750993,13.1510655902688,21.8184880782679,0.5,-0.0878273809523809,0
4.95461303112738,35.3141708088895,28.2092373749944,-5.38013099536349,0.5,-0.2766937499999999,1
2.36630664656174,37.7078002750993,34.9609913456861,2.17878824315978,0.5,-0.099639579303675,0
1.14198218965691,37.7078002750993,16.8530605013535,2.82348535660299,0.0,-0.0561127954545454,0
2.60219339436559,37.7078002750993,25.8800823016892,3.45392766613525,0.3,-0.0828540305010893,0
-9.7729872128676,125.025871206995,37.3687532184352,-0.217508398305494,0.3,0.0,1
0.0721204806030329,37.7078002750993,35.8939296791432,2.8543922106997,0.2,-0.0250918143939393,0
2.97679931634806,37.7078002750993,15.9255259430938,22.6541826890491,0.5,-0.1853813492063492,0
1.54017307357893,37.7078002750993,32.0184253924653,6.87340812577742,0.2,-0.0955146148989899,0
8.54210707584141,30.7446796123415,23.4498300606546,-1.14376777921662,0.5,0.0,1
-0.266438401180253,37.7078002750993,31.4551133705123,1.71109200964451,0.2,-0.0249264457070707,0
1.15794695181735,47.189634345937,33.2518124768773,0.539673956759456,31.2,-0.0431581240981241,1
7.95904804992662,7.95463364666726,27.6121352770907,-0.726653366772653,0.6,-0.028782428030303,1
2.71795924894734,37.7078002750993,33.7289756030843,5.44056216851406,0.1,-0.1623059523809523,0
-1.21952250011192,420.571573313751,22.904910395848,22.3944370320025,81.6,-0.0958182855339105,1
2.17154505737176,37.7078002750993,26.1765021550141,2.78196787472132,0.5,-0.0529785196608946,0
7.58098212785563,25.9821705682316,18.6068893324404,2.3475097233369,8.1,-0.0053072765151515,1
3.19950386354134,80.6987144339379,33.057438930624,3.76649676088543,0.2,0.0081240366161616,1
6.75053130142255,20.8599970892676,13.20715199779,1.31642638378197,21.3,-0.1323077651515151,1
-3.27591690782192,30.9090873502902,33.4051681393353,4.13737803865892,6.5,-0.1816439579189579,1
1.64462750849488,37.7078002750993,17.0674446630017,17.1083833328203,0.0,0.0,0
1.36973104612758,37.7078002750993,31.4551133705123,2.0947134896352,0.2,-0.0023919621212121,0
2.58954199031598,37.7078002750993,33.073784356995,-0.0363955159235948,0.5,-0.219038942609323,0
5.55962020605844,37.7078002750993,18.9667523426681,-15.1214427821146,0.0,-0.0241157430555555,0
2.19016928695221,37.7078002750993,26.7642142270028,3.47020901785018,0.5,-0.15087839144982,0
4.76260437908608,35.3118324255952,29.4981043220662,2.77979084938159,7.5,0.0090905059523809,1
0.698485193724835,44.1469911838428,33.4798352578178,1.01471020714548,31.2,-0.0909317466630591,1
14.5197497108994,37.7078002750993,12.4128043266242,23.0694716770803,0.5,-0.098492803030303,0
9.7568044629903,37.7078002750993,16.2824973554065,33.3045808694371,0.5,-0.0346308232323232,0
3.31534954399166,37.7078002750993,17.2542689687307,5.41625984914689,0.0,-0.0221161523268398,1
14.193915731251,59.0639850590278,19.0771549950937,2.44153210822879,35.7,0.0,1
3.47205314798103,33.9687833337354,26.671321487158,-2.70487323645008,0.5,0.335010606060606,1
4.14676755040489,37.7078002750993,30.7473070189522,2.48078642393235,0.0,-0.271920873015873,0
16.665428979757,58.320418316358,20.2119298760243,2.04414166744532,35.7,0.0,1
3.05647723922718,37.7078002750993,36.281185472149,1.08780490285886,0.1,-0.0308197878787878,0
1.52874550838358,37.7078002750993,19.2603133808938,1.93601776565032,0.2,-0.0980996309523809,0
2.49518434516773,37.7078002750993,33.1387313045139,2.19886894040596,0.4,-0.043128409090909,0
6.38610640094825,23.3008757774803,16.6386825486965,1.5162764665975,27.1,-0.2073498848130427,1
2.63820737310658,356.80240900822,17.6256749397463,17.4831119319856,74.4,-0.0432775454545454,1
7.9945031610722,119.104733383803,22.2435713893799,33.767102801243,0.5,-0.143084632034632,1
13.7873730187089,14.1382651565459,26.5600237455794,-3.75180911604806,0.6,-0.2489701784326784,1
3.69036908387233,37.7078002750993,31.5156493940971,-0.0411688255414617,0.5,-0.1546737446933099,0
-3.89438647450662,37.7078002750993,25.985787854095598,0.23530176692753,0.5,0.0,1
-0.702272957616017,96.5947267900598,16.6849522138374,-5.78081314286634,39.3,-0.0303319539141414,1
1.81310830459596,37.7078002750993,16.6376791837765,2.90052077420682,0.0,0.0,0
8.49758470221235,17.520327243228,16.5051359514049,1.6350340943491,0.5,-0.1974949404761904,1
6.34798748260867,23.2583864226071,12.8216477698348,1.92937522802216,21.3,-0.1740910714285714,1
7.546471200426,37.7078002750993,25.985787854095598,1.12086339764167,0.5,-0.1934801136363636,1
4.10800021897151,37.7078002750993,14.8222699043527,29.414237864711,0.5,-0.0662865189393939,0
0.517705525131191,8.07390544982739,27.6121352770907,-1.99474822313262,0.5,-0.0415420366161616,1
0.828931500516902,37.7078002750993,37.129454079189,-1.28796404191648,0.3,-0.052865073502886,0
