Control_of_Corruption,Poverty_Headcount_Ratio,Year,Voice_Accountability,Regulatory_Quality,Govt_Expenditure_perc_GDP,FDI_Inflows_perc_GDP,Rule_of_Law,Country,Government_Effectiveness,GDP_Growth_annual_perc,External_Debt_perc_GNI,Political_Stability,Risk_Category,Voice_Accountability_flag,Political_Stability_flag,Government_Effectiveness_flag,Regulatory_Quality_flag,Rule_of_Law_flag,Control_of_Corruption_flag,total_flags,corruption_risk,Year_numeric
2.02361083030701,0.3,2010,1.41976547241211,1.69597673416138,26.7049854253781,3.0948394339821,1.75771832466125,Australia,1.76339137554169,2.21998026536549,,0.888859868049622,Low-Risk,0,0,0,0,0,0,0,0,2010
2.03790903091431,,2011,1.45372104644775,1.85212278366089,25.9965923165691,4.68881515477357,1.73315370082855,Australia,1.69013810157776,2.40708018291988,,0.935710072517395,Low-Risk,0,0,0,0,0,0,0,0,2011
1.97750723361969,,2012,1.49919033050537,1.77889716625214,26.1190161107402,3.72019933653419,1.75977957248688,Australia,1.61314845085144,3.91670942454073,,0.997997224330902,Low-Risk,0,0,0,0,0,0,0,0,2012
1.77783310413361,,2013,1.43636846542358,1.79121994972229,25.8800823016892,3.45392766613525,1.77010083198547,Australia,1.632453083992,2.60219339436559,,1.03107297420502,Low-Risk,0,0,0,0,0,0,0,0,2013
1.84927213191986,0.5,2014,1.36167418956757,1.85737347602844,26.2576336510283,4.30470664387579,1.91863083839417,Australia,1.60089492797852,2.59528411594042,,1.03219199180603,Low-Risk,0,0,0,0,0,0,0,0,2014
1.84130811691284,,2015,1.35573124885559,1.77741026878357,26.7642142270028,3.47020901785018,1.79032063484192,Australia,1.53325247764587,2.19016928695221,,0.873180687427521,Low-Risk,0,0,0,0,0,0,0,0,2015
1.77225196361542,0.5,2016,1.35410094261169,1.88573145866394,26.9840896451806,3.56056595221134,1.7166656255722,Australia,1.53218841552734,2.7593859723839,,1.0334244966507,Low-Risk,0,0,0,0,0,0,0,0,2016
1.75297474861145,,2017,1.37863683700562,1.92300236225128,26.6338388364042,3.63608951454837,1.64595770835876,Australia,1.49838602542877,2.27959179820343,,0.87606406211853,Low-Risk,0,0,0,0,0,0,0,0,2017
1.7674548625946,0.5,2018,1.39378583431244,1.89657723903656,26.2293809326048,4.25033304779982,1.67466557025909,Australia,1.55598998069763,2.87846971467883,,0.971185445785522,Low-Risk,0,0,0,0,0,0,0,0,2018
1.78807365894318,,2019,1.27036511898041,1.86464607715607,26.1765021550141,2.78196787472132,1.69461703300476,Australia,1.53869080543518,2.17154505737176,,0.917978942394257,Low-Risk,0,0,0,0,0,0,0,0,2019
1.63298058509827,1.0,2020,1.29898488521576,1.81394696235657,30.2551947530937,1.35325605506287,1.61500358581543,Australia,1.57335329055786,-0.119590735829973,,0.862161874771118,Low-Risk,0,0,0,0,0,0,0,0,2020
1.70738875865936,,2021,1.35812592506409,1.83118271827698,32.6329859403151,2.0246819461122,1.63855969905853,Australia,1.47172200679779,2.11116814768786,,0.83507913351059,Low-Risk,0,0,0,0,0,0,0,0,2021
1.76436710357666,,2022,1.32390677928925,1.89489328861237,27.6611156622091,4.16149504206489,1.5088187456131,Australia,1.52843272686005,4.24238555336139,,0.983715951442719,Low-Risk,0,0,0,0,0,0,0,0,2022
1.78120493888855,,2023,1.50660192966461,1.94220554828644,,1.91730721115443,1.52318394184113,Australia,1.58987963199615,3.44199220009025,,0.91705721616745,Low-Risk,0,0,0,0,0,0,0,0,2023
0.0438063591718674,,2010,0.571348905563354,0.246619865298271,28.0594682317914,3.73001288350945,0.0564144365489483,Brazil,-0.0868625491857529,7.52822581815364,16.4609633883192,0.0134759107604623,Medium-Risk,1,1,1,1,1,1,6,1,2010
0.168382421135902,7.1,2011,0.513676166534424,0.25802206993103,28.662521677616,3.91518011405433,0.0451417230069637,Brazil,-0.152404069900513,3.97442307944702,15.8516033315084,-0.132575422525406,Medium-Risk,1,1,1,1,1,1,6,1,2011
-0.0468542315065861,6.4,2012,0.477906197309494,0.173244088888168,28.1749993082199,3.75496285641218,-0.0769327953457832,Brazil,-0.16054867208004,1.92117598576537,18.3256247175724,0.0459616407752037,Medium-Risk,1,1,1,1,1,1,6,1,2012
-0.0979596078395844,5.4,2013,0.417397052049637,0.146290123462677,28.150486422269,3.04150901624338,-0.0920452028512955,Brazil,-0.119030974805355,3.00482266944432,19.8377244696815,-0.258553296327591,Medium-Risk,1,1,1,1,1,1,6,1,2013
-0.366117089986801,4.7,2014,0.471930146217346,-0.0282199531793594,29.2822360064413,3.57135266957477,-0.0529657602310181,Brazil,-0.175920635461807,0.503955740242247,23.1060429665359,-0.070290133357048,Medium-Risk,1,1,1,1,1,1,6,1,2014
-0.457840710878372,5.4,2015,0.458871006965637,-0.181910037994385,33.9491788065831,3.59214931791344,-0.187332957983017,Brazil,-0.255271553993225,-3.54576339269425,30.7299282819868,-0.331864446401596,Medium-Risk,1,1,1,1,1,1,6,1,2015
-0.446095585823059,6.5,2016,0.451975852251053,-0.189951747655869,33.4051681393353,4.13737803865892,-0.201301991939545,Brazil,-0.249387070536613,-3.27591690782192,30.9090873502902,-0.381035059690475,Medium-Risk,1,1,1,1,1,1,6,1,2016
-0.559814631938934,6.9,2017,0.449531525373459,-0.130978867411613,32.3610510090101,3.33825981739039,-0.305428564548492,Brazil,-0.317140609025955,1.32286905404399,26.8156664563017,-0.479947566986084,Medium-Risk,1,1,1,1,1,1,6,1,2017
-0.480954378843307,6.9,2018,0.376852065324783,-0.293125450611115,32.2312978931468,4.07858821454947,-0.30234295129776,Brazil,-0.520569622516632,1.783666761634,29.9289604201936,-0.459598511457443,Medium-Risk,1,1,1,1,1,1,6,1,2018
