Voice_Accountability,Year,Country,Political_Stability,GDP_Growth_annual_perc,FDI_Inflows_perc_GDP,Govt_Expenditure_perc_GDP,Poverty_Headcount_Ratio,Government_Effectiveness,External_Debt_perc_GNI,Rule_of_Law,Control_of_Corruption,Regulatory_Quality
-0.2795430123806,2012,Ukraine,-0.0922749042510986,0.152314967200653,4.47720109403357,39.5379741977224,0.1,-0.59455281496048,74.055964307376,-0.81733900308609,-1.11753916740417,-0.554683208465576
-0.315425783395767,2013,Ukraine,-0.777284979820251,0.045439094492707,2.36694390135139,38.6815940819239,0.1,-0.664322078227997,78.2755632633463,-0.844953835010529,-1.17666733264923,-0.585612416267395
-0.142272517085075,2014,Ukraine,-2.02083349227905,-10.0788949840953,0.634438528402592,43.5407000374941,0.0,-0.39884689450264,96.7265802999128,-0.829762279987335,-1.02474439144135,-0.586776256561279
-0.0868236571550369,2015,Ukraine,-1.95953238010406,-9.7729872128676,-0.217508398305494,37.3687532184352,0.3,-0.554407000541687,125.025871206995,-0.873573780059814,-1.03961312770844,-0.618873357772827
0.00176708493381739,2016,Ukraine,-1.8533319234848,2.44098194492067,4.42178946686191,33.5044167207813,0.2,-0.609457552433014,123.342420933118,-0.817245066165924,-0.867796838283539,-0.410622745752335
0.0149604445323348,2017,Ukraine,-1.86741781234741,2.35997228099491,3.28306130596563,33.6062064378191,0.1,-0.514022350311279,109.407147922562,-0.756031930446625,-0.832255303859711,-0.281774550676346
-0.0306271463632584,2018,Ukraine,-1.87217938899994,3.48836234022659,3.80086991777664,33.4087191126581,0.2,-0.459631830453873,92.7372175750206,-0.760341882705688,-0.921338856220245,-0.256266981363297
0.0230735149234533,2019,Ukraine,-1.42837619781494,3.19950386354134,3.76649676088543,33.057438930624,0.2,-0.334266752004623,80.6987144339379,-0.745435535907745,-0.800639629364014,-0.216642439365387
0.0889049544930458,2020,Ukraine,-1.16393649578094,-3.75281793983162,0.194103193490519,37.2092047751482,0.0,-0.410091131925583,83.3576019691388,-0.713144361972809,-0.832628607749939,-0.266943335533142
0.070615366101265,2021,Ukraine,-1.12698400020599,3.44562065945944,3.98166133947207,33.2615744813331,,-0.439535766839981,70.5832658828963,-0.681738317012787,-0.787211775779724,-0.290212571620941
-0.0233073923736811,2022,Ukraine,-1.94932460784912,-28.7585842155085,0.136428578229067,57.894766176113,,-0.497119277715683,84.0719419936619,-0.917947947978973,-0.634004473686218,-0.331597328186035
-0.100543133914471,2023,Ukraine,-1.42982339859009,5.53473354745886,2.52287921090664,65.5600221546264,,-0.357320100069046,96.1309681619187,-0.888317406177521,-0.686146318912506,-0.266427397727966
-0.870534300804138,2010,Venezuela,-1.25623667240143,-1.48879125078348,0.402601927997842,,,-1.10220277309418,,-1.66915047168732,-1.2080090045929,-1.56311976909637
-0.934033572673798,2011,Venezuela,-1.09404599666595,4.17642535923927,1.85002511047875,,,-1.13208639621735,,-1.68640148639679,-1.1550704240799,-1.40288519859314
-0.906963706016541,2012,Venezuela,-1.02713263034821,5.62595697508641,1.3076789836805,,,-1.08209621906281,,-1.71477735042572,-1.25829756259918,-1.4448344707489
-0.951655030250549,2013,Venezuela,-1.07763242721558,1.34309403607476,0.57815873215477,,,-1.11433899402618,,-1.78616905212402,-1.30703294277191,-1.52926170825958
-1.08385908603668,2014,Venezuela,-0.852002203464508,-3.89438647450662,0.23530176692753,,,-1.17517960071564,,-1.90949594974518,-1.3949111700058,-1.74004256725311
-1.09116637706757,2015,Venezuela,-0.971670269966125,,,,,-1.19639098644257,,-2.0527765750885,-1.40739834308624,-1.87266981601715
-1.13540399074554,2016,Venezuela,-1.0229766368866,,,,,-1.27398240566254,,-2.26694512367249,-1.36666917800903,-1.99904632568359
-1.21793925762177,2017,Venezuela,-1.2522406578064,,,,,-1.42753195762634,,-2.2592396736145,-1.3856645822525,-1.98466944694519
-1.43971180915833,2018,Venezuela,-1.3513343334198,,,,,-1.67155385017395,,-2.26557350158691,-1.51229763031006,-2.38673639297485
-1.42963433265686,2019,Venezuela,-1.53851962089539,,,,,-1.72244477272034,,-2.25944232940674,-1.52768540382385,-2.38258337974548
-1.51546669006348,2020,Venezuela,-1.55184280872345,,,,,-1.88937568664551,,-2.33193492889404,-1.57573306560516,-2.26745915412903
-1.61773121356964,2021,Venezuela,-1.45497024059296,,,,,-1.87459766864777,,-2.30089545249939,-1.62293994426727,-2.21518588066101
-1.54475474357605,2022,Venezuela,-1.25080645084381,,,,,-1.68905186653137,,-2.19816279411316,-1.65152418613434,-2.04584336280823
-1.5313206911087,2023,Venezuela,-1.18902802467346,,,,,-1.599200963974,,-2.15153360366821,-1.69000518321991,-2.02624750137329
-1.47518157958984,2010,Zimbabwe,-1.10401391983032,19.6754076562536,1.01802616388953,16.1209443547968,,-1.53839468955994,61.0751907978306,-1.83763182163239,-1.37328672409058,-2.00182390213013
-1.46376252174377,2011,Zimbabwe,-0.945328533649445,14.193915731251,2.44153210822879,19.0771549950937,35.7,-1.42085576057434,59.0639850590278,-1.79394936561584,-1.42562651634216,-1.8921492099762
-1.47196817398071,2012,Zimbabwe,-0.778662025928497,16.665428979757,2.04414166744532,20.2119298760243,,-1.37375247478485,58.320418316358,-1.63018405437469,-1.38180339336395,-1.87189054489136
-1.38633239269257,2013,Zimbabwe,-0.665949761867523,1.98948553969423,1.95406170974962,,,-1.30847012996674,48.8894081068738,-1.5877091884613,-1.42002665996552,-1.85489869117737
-1.25700736045837,2014,Zimbabwe,-0.713570177555084,2.37698570395052,2.42516912870729,,,-1.2813538312912,48.319673553011,-1.44185197353363,-1.40475881099701,-1.892657995224
-1.16633772850037,2015,Zimbabwe,-0.619207262992859,1.77985354092071,1.99969354812061,21.8094849313164,,-1.24957311153412,55.1384167758717,-1.33903956413269,-1.33777570724487,-1.65623307228088
-1.1791604757309,2016,Zimbabwe,-0.620809733867645,0.755794054371208,1.66926771128193,25.2362484712416,,-1.25887811183929,64.0275803013103,-1.391646027565,-1.28866481781006,-1.69492197036743
-1.1963711977005,2017,Zimbabwe,-0.710430860519409,4.7344112255433,0.601447643354898,9.78276662473592,44.7,-1.28023886680603,25.6176220110699,-1.39540266990662,-1.29811477661133,-1.57755374908447
-1.13737499713898,2018,Zimbabwe,-0.721012055873871,5.00992138188113,2.10172185120128,10.9772842777823,,-1.29795515537262,37.9424532486314,-1.29305863380432,-1.24637961387634,-1.52565240859985
-1.1648313999176,2019,Zimbabwe,-0.943302512168884,-6.33244975108572,0.970226031083543,,49.2,-1.3104350566864,48.4900872128193,-1.3110408782959,-1.29033386707306,-1.48651528358459
-1.11459863185883,2020,Zimbabwe,-1.05274343490601,-7.81693284075131,0.559613084240531,,,-1.34236812591553,48.3940475120946,-1.33736205101013,-1.30878782272339,-1.43441534042358
-1.14104509353638,2021,Zimbabwe,-0.954442739486694,8.46803916934418,0.871791264466441,,,-1.29056119918823,51.9032795254525,-1.28212225437164,-1.27714729309082,-1.38610911369324
-1.10950314998627,2022,Zimbabwe,-0.894974112510681,6.1391761744749,1.02703421422807,,,-1.25122380256653,43.180953537222,-1.23702752590179,-1.25996947288513,-1.42596733570099
-1.09263300895691,2023,Zimbabwe,-0.934447467327118,5.33677037339527,1.58345534220487,,,-1.17033493518829,40.8476829567855,-1.27714252471924,-1.26121604442596,-1.33835864067078
