Country,Year,Voice_Accountability,Political_Stability,Government_Effectiveness,Regulatory_Quality,Rule_of_Law,Control_of_Corruption,External_Debt_perc_GNI,GDP_Growth_annual_perc,Govt_Expenditure_perc_GDP,FDI_Inflows_perc_GDP,Poverty_Headcount_Ratio
Mozambique,2012,-0.197661280632019,0.39049369096756,-0.653231084346771,-0.465775460004807,-0.598753094673157,-0.569021642208099,119.104733383803,7.9945031610722,22.2435713893799,33.767102801243,
Mozambique,2013,-0.256401658058167,-0.226966470479965,-0.635945856571198,-0.417519450187683,-0.820203185081482,-0.602838695049286,168.920055097791,6.57141389665537,,38.9428653441902,
Mozambique,2014,-0.24679134786129,-0.336002737283707,-0.744966745376587,-0.435868889093399,-0.809284687042236,-0.669842422008514,193.622142000203,7.70256844839309,,27.8047100445849,74.4
Mozambique,2015,-0.270830363035202,-0.516435563564301,-0.828703820705414,-0.56189900636673,-0.869379043579102,-0.779485106468201,239.064704223877,7.3930936986377,,23.8654900431928,
Mozambique,2016,-0.417111307382584,-1.09681463241577,-0.946212470531464,-0.74905401468277,-1.0751576423645,-0.902741551399231,361.948593955372,4.69699024225795,18.5198742757507,25.9187724637849,
Mozambique,2017,-0.420955717563629,-0.918098509311676,-0.95696634054184,-0.770824313163757,-1.0070892572403,-0.857399106025696,356.80240900822,2.63820737310658,17.6256749397463,17.4831119319856,
Mozambique,2018,-0.484720945358276,-0.833229660987854,-0.960869610309601,-0.796630501747131,-1.06761610507965,-0.809045612812042,338.142192140037,3.48493202422782,19.649486675822,11.1741431838994,
Mozambique,2019,-0.544878602027893,-0.765720069408417,-0.909160733222961,-0.780855536460876,-1.07297027111053,-0.872100949287415,355.807277125641,2.31781394821475,20.0432502816617,21.7841914901932,81.6
Mozambique,2020,-0.595090806484222,-1.28312349319458,-0.810174465179443,-0.772882997989655,-1.07670676708221,-0.787528455257416,420.571573313751,-1.21952250011192,22.904910395848,22.3944370320025,
Mozambique,2021,-0.608652472496033,-1.25703620910645,-0.802774250507355,-0.796027064323425,-1.05518043041229,-0.832316100597382,395.929124541799,2.37743572761507,23.3044189350831,32.7522138534006,
Mozambique,2022,-0.586264908313751,-1.26560831069946,-0.73704868555069,-0.726218461990356,-1.02469038963318,-0.835754334926605,368.716162801124,4.36445074432608,26.0040350878841,16.0042947069706,81.4
Mozambique,2023,-0.593393087387085,-1.26869130134583,-0.716628909111023,-0.708528399467468,-1.02632343769073,-0.828437745571136,349.676525389679,5.4368591229252,,12.8065189015033,
Mozambique,2024,,,,,,,,1.85177502474457,,15.6518755407594,
