country,headline,url,date,snippet,year,month,window_start,window_end
Iraq,سليم الجبوري,http://www.iraqyoon.net/%D8%B3%D9%84%D9%8A%D9%85-%D8%A7%D9%84%D8%AC%D8%A8%D9%88%D8%B1%D9%8A-%D9%85%D8%A4%D8%B3%D8%B3%D8%A7%D8%AA-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A9-%D8%AA%D8%B9%D8%A7%D9%86%D9%8A-%D8%A7%D9%84%D9%81%D8%B3/,20171126T153000Z,,2017,1,2017-01-01T00:00:00,2017-12-31T23:59:59
Iraq,"Primarul municipiului Campina si fostul sef al Politiei Locale , trimisi in judecata de DNA Ploiesti",http://www.ziarelive.ro/stiri/primarul-municipiului-campina-si-fostul-sef-al-politiei-locale-trimisi-in-judecata-de-dna-ploiesti.html,20171205T031500Z,,2017,1,2017-01-01T00:00:00,2017-12-31T23:59:59
Iraq,صحيفة لندنية : الساسة الفاسدون في العراق يرفعون صوتهم عالياً لمحاربة الفساد .. وهذا الثلاثي اكبر المتهمين به,https://iraqakhbar.com/iraq-news/575647/%D8%B5%D8%AD%D9%8A%D9%81%D8%A9-%D9%84%D9%86%D8%AF%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D9%81%D8%A7%D8%B3%D8%AF%D9%88%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7,20171127T093000Z,,2017,1,2017-01-01T00:00:00,2017-12-31T23:59:59
Iraq,Orden de detención contra organizadores del referédum de independencia kurda,http://www.farodevigo.es/mundo/2017/10/12/orden-detencion-organizadores-referedum/1765762.html,20171012T050000Z,,2017,1,2017-01-01T00:00:00,2017-12-31T23:59:59
Iraq,ما الفساد ؟ ومن الفاسدون ؟ بقلم : إبراهيم الزبيدي,http://www.alarab.co.uk/article/%D8%A2%D8%B1%D8%A7%D8%A1/124982/%D9%85%D8%A7-%D8%A7%D9%84%D9%81%D8%B3%D8%A7%D8%AF%D8%9F-%D9%88%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A7%D8%B3%D8%AF%D9%88%D9%86%D8%9F,20171127T224500Z,,2017,1,2017-01-01T00:00:00,2017-12-31T23:59:59
Iraq,رئيس الوزراء العراقي يتسلم ملفات فساد بالقطاع المصرفي,http://gate.ahram.org.eg/News/1760673.aspx,20171224T073000Z,,2017,1,2017-01-01T00:00:00,2017-12-31T23:59:59
Iraq,بوابة فيتو : خبير عراقى : بغداد تخسر 6 مليارات دولار سنويا بسبب الفساد,http://www.vetogate.com/2961634,20171120T151500Z,,2017,1,2017-01-01T00:00:00,2017-12-31T23:59:59
Iraq, .: Middle East Online :::. ,http://www.middle-east-online.com/english/?id=86520,20171220T201500Z,,2017,1,2017-01-01T00:00:00,2017-12-31T23:59:59
Iraq,أين نجد النزيه في الاحزاب الطائفية ؟ ؟- جمعة عبدالله,https://www.iraqakhbar.com/iraq-news/562185/%D8%A3%D9%8A%D9%86-%D9%86%D8%AC%D8%AF-%D8%A7%D9%84%D9%86%D8%B2%D9%8A%D9%87-%D9%81%D9%8A-%D8%A7%D9%84%D8%A7%D8%AD%D8%B2%D8%A7%D8%A8-%D8%A7%D9%84%D8%B7%D8%A7%D8%A6%D9%81%D9%8A%D8%A9-%D8%9F-%D8%9F,20171122T120000Z,,2017,1,2017-01-01T00:00:00,2017-12-31T23:59:59
Iraq,قصة وطن .. الحلقة السادسة : ( المال .. والسياسة .. وجهان لنظام الحكم ) لــ الكاتب / هادي حسن عليوي,http://kitabat.com/2017/10/13/%D9%82%D8%B5%D8%A9-%D9%88%D8%B7%D9%86-%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A9-%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%B3%D8%A9-%D8%A7%D9%84%D9%85%D8%A7%D9%84-%D9%88%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B3/,20171012T224500Z,,2017,1,2017-01-01T00:00:00,2017-12-31T23:59:59
Iraq,الفساد في العراق من الألف الى الياء,http://elaph.com/Web/Opinion/2017/11/1178886.html,20171128T094500Z,,2017,1,2017-01-01T00:00:00,2017-12-31T23:59:59
Iraq,غسيل الاموال,https://n.annabaa.org/tags/1118/%D8%BA%D8%B3%D9%8A%D9%84-%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%A7%D9%84,20171226T084500Z,,2017,1,2017-01-01T00:00:00,2017-12-31T23:59:59
